,SMILES,RDKit_Mol_Class,C_count,N_count,O_count,F_count,P_count,ALERTS,Pbf,CSP3,NPR1,NPR2,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_N,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_alkyl_halide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ether,fr_guanido,fr_halogen,fr_imidazole,fr_methoxy,fr_morpholine,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_para_hydroxylation,fr_piperdine,fr_piperzine,fr_pyridine,fr_quatN,fr_unbrch_alkane,Concentration,Temperature,Solvent(MeOD),Solvent(D2O),Time(h),PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,Degradation(%),Clusters_5,Clusters_10
368,C1CCN([P+](N2CCCC2)(N2CCCC2)N2CCCC2)C1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BDEDF0>,16,4,0,0,1,1,1.60803167,1,0.862996931,0.927306416,-1.353395062,2.967222222,1.353395062,0.739849419,311.434,279.178,311.2359101,120,0.308099749,-0.133092971,0.308099749,0.133092971,0.333333333,0.523809524,0.714285714,31.20806864,10.39358405,2.627023079,-2.471080099,2.724862718,-2.497404029,7.663133009,0.301555984,1.714071065,270.6763641,14.12310958,13.54977648,14.44420367,10.42068686,9.329822128,10.92982213,7.179735862,10.51579019,5.847715405,10.48350196,4.948378661,10.37300003,0.27,209317.1333,14.83663575,6.40898078,2.476428784,130.5388108,0,0,0,0,0,7.865383607,0,0,0,18.68166476,0,51.36657298,52.35805125,0,0,7.865383607,18.68166476,0,51.36657298,52.35805125,0,0,0,0,0,7.865383607,71.03971601,0,0,51.36657298,0,0,12.96,7.865383607,0,0,0,0,0,103.7246242,0,0,18.68166476,0,11.86888889,0,0,0,0,0,11.42277778,10.86728395,-1.353395062,1,21,0,4,0,4,4,0,0,0,4,0,5,4,0,4,4,4,3.0472,90.148,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,1,0,120,2.179236472,-2.036386253,-0.168207724,0.39421312,2.124397688,-0.661526051,-0.638954491,0.128707334,-0.584376756,0.14178774,-0.463758863,0.323721408,0.039048333,-0.469472312,0.084916613,0.242247646,-0.338441873,-0.346863931,-0.039044887,-0.489268296,-0.147275486,-0.272526672,-0.107220305,-0.165994212,0.118632998,0.140138593,-0.08527675,-0.051504371,0,0,0
369,C1CCN([P+](N2CCCC2)(N2CCCC2)N2CCCC2)C1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BDEE40>,16,4,0,0,1,1,1.608029898,1,0.862995555,0.927305898,-1.353395062,2.967222222,1.353395062,0.739849419,311.434,279.178,311.2359101,120,0.308099749,-0.133092971,0.308099749,0.133092971,0.333333333,0.523809524,0.714285714,31.20806864,10.39358405,2.627023079,-2.471080099,2.724862718,-2.497404029,7.663133009,0.301555984,1.714071065,270.6763641,14.12310958,13.54977648,14.44420367,10.42068686,9.329822128,10.92982213,7.179735862,10.51579019,5.847715405,10.48350196,4.948378661,10.37300003,0.27,209317.1333,14.83663575,6.40898078,2.476428784,130.5388108,0,0,0,0,0,7.865383607,0,0,0,18.68166476,0,51.36657298,52.35805125,0,0,7.865383607,18.68166476,0,51.36657298,52.35805125,0,0,0,0,0,7.865383607,71.03971601,0,0,51.36657298,0,0,12.96,7.865383607,0,0,0,0,0,103.7246242,0,0,18.68166476,0,11.86888889,0,0,0,0,0,11.42277778,10.86728395,-1.353395062,1,21,0,4,0,4,4,0,0,0,4,0,5,4,0,4,4,4,3.0472,90.148,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,1,0,240,2.178596321,-2.03658279,-0.168977885,0.392965528,2.124137991,-0.661817748,-0.639244632,0.129445954,-0.581231192,0.141836359,-0.46202746,0.321722086,0.038228171,-0.468653877,0.086397573,0.243833977,-0.335742679,-0.351562117,-0.033416679,-0.487197349,-0.144600292,-0.27491488,-0.105171935,-0.165259357,0.117605803,0.141100525,-0.088805404,-0.050494246,0,0,0
370,C1CCN([P+](N2CCCC2)(N2CCCC2)N2CCCC2)C1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BDEE90>,16,4,0,0,1,1,1.616996552,1,0.852732028,0.945919656,-1.353395062,2.967222222,1.353395062,0.739849419,311.434,279.178,311.2359101,120,0.308099749,-0.133092971,0.308099749,0.133092971,0.333333333,0.523809524,0.714285714,31.20806864,10.39358405,2.627023079,-2.471080099,2.724862718,-2.497404029,7.663133009,0.301555984,1.714071065,270.6763641,14.12310958,13.54977648,14.44420367,10.42068686,9.329822128,10.92982213,7.179735862,10.51579019,5.847715405,10.48350196,4.948378661,10.37300003,0.27,209317.1333,14.83663575,6.40898078,2.476428784,130.5388108,0,0,0,0,0,7.865383607,0,0,0,18.68166476,0,51.36657298,52.35805125,0,0,7.865383607,18.68166476,0,51.36657298,52.35805125,0,0,0,0,0,7.865383607,71.03971601,0,0,51.36657298,0,0,12.96,7.865383607,0,0,0,0,0,103.7246242,0,0,18.68166476,0,11.86888889,0,0,0,0,0,11.42277778,10.86728395,-1.353395062,1,21,0,4,0,4,4,0,0,0,4,0,5,4,0,4,4,4,3.0472,90.148,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,1,0,360,2.180039864,-2.03668069,-0.16840637,0.394064259,2.127778992,-0.662297274,-0.637182845,0.127175511,-0.576431378,0.140120759,-0.460984103,0.32356922,0.040404441,-0.46732607,0.086249455,0.242422285,-0.334581052,-0.342625061,-0.035752226,-0.486823164,-0.14333956,-0.259922173,-0.109017431,-0.162851302,0.115695294,0.137279608,-0.088488857,-0.04996084,0,0,0
371,C1CCN([P+](N2CCCC2)(N2CCCC2)N2CCCC2)C1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BDEEE0>,16,4,0,0,1,1,1.650496509,1,0.839401888,0.999827807,-1.353395062,2.967222222,1.353395062,0.739849419,311.434,279.178,311.2359101,120,0.308099749,-0.133092971,0.308099749,0.133092971,0.333333333,0.523809524,0.714285714,31.20806864,10.39358405,2.627023079,-2.471080099,2.724862718,-2.497404029,7.663133009,0.301555984,1.714071065,270.6763641,14.12310958,13.54977648,14.44420367,10.42068686,9.329822128,10.92982213,7.179735862,10.51579019,5.847715405,10.48350196,4.948378661,10.37300003,0.27,209317.1333,14.83663575,6.40898078,2.476428784,130.5388108,0,0,0,0,0,7.865383607,0,0,0,18.68166476,0,51.36657298,52.35805125,0,0,7.865383607,18.68166476,0,51.36657298,52.35805125,0,0,0,0,0,7.865383607,71.03971601,0,0,51.36657298,0,0,12.96,7.865383607,0,0,0,0,0,103.7246242,0,0,18.68166476,0,11.86888889,0,0,0,0,0,11.42277778,10.86728395,-1.353395062,1,21,0,4,0,4,4,0,0,0,4,0,5,4,0,4,4,4,3.0472,90.148,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,1,0,480,2.179231202,-2.036404742,-0.168228318,0.394190193,2.124364379,-0.661487304,-0.638953668,0.128730926,-0.584470192,0.141779416,-0.463766324,0.323797995,0.038974284,-0.46944369,0.084839208,0.242196611,-0.338584254,-0.346970672,-0.039064292,-0.489274181,-0.147230787,-0.272443725,-0.107133398,-0.16606549,0.118640652,0.140130552,-0.085220119,-0.051456186,0,0,0
372,C1CCN([P+](N2CCCC2)(N2CCCC2)N2CCCC2)C1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BDEF30>,16,4,0,0,1,1,1.595114504,1,0.835111294,0.926419428,-1.353395062,2.967222222,1.353395062,0.739849419,311.434,279.178,311.2359101,120,0.308099749,-0.133092971,0.308099749,0.133092971,0.333333333,0.523809524,0.714285714,31.20806864,10.39358405,2.627023079,-2.471080099,2.724862718,-2.497404029,7.663133009,0.301555984,1.714071065,270.6763641,14.12310958,13.54977648,14.44420367,10.42068686,9.329822128,10.92982213,7.179735862,10.51579019,5.847715405,10.48350196,4.948378661,10.37300003,0.27,209317.1333,14.83663575,6.40898078,2.476428784,130.5388108,0,0,0,0,0,7.865383607,0,0,0,18.68166476,0,51.36657298,52.35805125,0,0,7.865383607,18.68166476,0,51.36657298,52.35805125,0,0,0,0,0,7.865383607,71.03971601,0,0,51.36657298,0,0,12.96,7.865383607,0,0,0,0,0,103.7246242,0,0,18.68166476,0,11.86888889,0,0,0,0,0,11.42277778,10.86728395,-1.353395062,1,21,0,4,0,4,4,0,0,0,4,0,5,4,0,4,4,4,3.0472,90.148,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,1,0,600,2.178563217,-2.036565144,-0.168685865,0.393544752,2.124799871,-0.661912473,-0.638939629,0.1290227,-0.581482815,0.141456868,-0.462293276,0.322848731,0.0388174,-0.468575991,0.085969134,0.243081064,-0.336500862,-0.348894689,-0.035156844,-0.487423297,-0.145205764,-0.271587639,-0.105997312,-0.165734189,0.11727003,0.140372822,-0.087800397,-0.050809517,0,0,0
373,C1CCN([P+](N2CCCC2)(N2CCCC2)N2CCCC2)C1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BDEF80>,16,4,0,0,1,1,1.561797372,1,0.831811687,0.935503647,-1.353395062,2.967222222,1.353395062,0.739849419,311.434,279.178,311.2359101,120,0.308099749,-0.133092971,0.308099749,0.133092971,0.333333333,0.523809524,0.714285714,31.20806864,10.39358405,2.627023079,-2.471080099,2.724862718,-2.497404029,7.663133009,0.301555984,1.714071065,270.6763641,14.12310958,13.54977648,14.44420367,10.42068686,9.329822128,10.92982213,7.179735862,10.51579019,5.847715405,10.48350196,4.948378661,10.37300003,0.27,209317.1333,14.83663575,6.40898078,2.476428784,130.5388108,0,0,0,0,0,7.865383607,0,0,0,18.68166476,0,51.36657298,52.35805125,0,0,7.865383607,18.68166476,0,51.36657298,52.35805125,0,0,0,0,0,7.865383607,71.03971601,0,0,51.36657298,0,0,12.96,7.865383607,0,0,0,0,0,103.7246242,0,0,18.68166476,0,11.86888889,0,0,0,0,0,11.42277778,10.86728395,-1.353395062,1,21,0,4,0,4,4,0,0,0,4,0,5,4,0,4,4,4,3.0472,90.148,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,1,0,720,2.178791997,-2.036281378,-0.168190134,0.394169518,2.122558485,-0.661058635,-0.639884682,0.129586707,-0.58850676,0.142643422,-0.465118059,0.323829578,0.038145304,-0.470485814,0.084151011,0.242147649,-0.340573945,-0.349549377,-0.040480863,-0.490444654,-0.149072005,-0.279052194,-0.106008603,-0.167699802,0.120129785,0.141655165,-0.083694097,-0.052144223,0,0,0
374,COC1=CC(OC)=C([P+](CC2=CC=CC=C2)(C2=C(OC)C=C(OC)C=C2OC)C2=C(OC)C=C(OC)C=C2OC)C(OC)=C1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BD7CB0>,34,0,9,0,1,1,1.890151997,0.294117647,0.723220258,0.802665469,-3.107681721,6.156011432,0.477169076,0.174868277,623.659,583.339,623.2404459,234,0.18860906,-0.496475275,0.496475275,0.18860906,0.386363636,0.659090909,0.886363636,31.18342689,10.23355009,2.577498066,-2.332043485,2.67807044,-2.367849658,7.956358548,0.377712077,2.409608761,1344.038973,31.8547959,26.67940795,27.57383514,21.3814988,13.72673869,15.70083501,9.595038794,12.87241104,7.474795729,11.92692906,5.520357085,10.61642121,-4.49,5726948073,32.42439318,14.32109392,5.842427988,259.3585944,42.63176658,24.51101469,50.41069069,0,0,0,0,0,0,0,30.33183534,5.563451492,36.39820241,70.1500879,42.63176658,23.17609888,0,0,6.161910027,63.98817787,72.29348924,51.7456065,58.54538627,0,51.7456065,7.262479191,63.98817787,6.161910027,0,5.563451492,66.73003775,0,83.07,7.262479191,0,0,0,57.90751653,21.47707118,0,63.98817787,54.59730362,12.13273414,42.63176658,53.90775532,0,2.321352041,1.042227655,4.995023732,21.27961547,0.477169076,0,11.44907892,0.294117647,44,0,9,0,0,0,4,0,4,9,0,10,14,0,0,0,4,5.2581,174.262,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,80,1,0,0,4.348572025,0.044847672,-1.276304568,2.71301135,-2.154257447,0.432334454,-0.933069629,-0.224554752,-0.196414593,-0.561403586,-0.053004078,0.035902835,-0.254651131,0.168810607,-0.007218178,-0.029387953,0.039310341,0.08971003,0.064171387,0.084380321,0.127309098,-0.085829594,-0.168355637,0.072446356,0.050217262,0.094627848,0.018474889,0.050164833,0,0,0
375,COC1=CC(OC)=C([P+](CC2=CC=CC=C2)(C2=C(OC)C=C(OC)C=C2OC)C2=C(OC)C=C(OC)C=C2OC)C(OC)=C1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BD77B0>,34,0,9,0,1,1,1.872465397,0.294117647,0.718517822,0.785023633,-3.107681721,6.156011432,0.477169076,0.174868277,623.659,583.339,623.2404459,234,0.18860906,-0.496475275,0.496475275,0.18860906,0.386363636,0.659090909,0.886363636,31.18342689,10.23355009,2.577498066,-2.332043485,2.67807044,-2.367849658,7.956358548,0.377712077,2.409608761,1344.038973,31.8547959,26.67940795,27.57383514,21.3814988,13.72673869,15.70083501,9.595038794,12.87241104,7.474795729,11.92692906,5.520357085,10.61642121,-4.49,5726948073,32.42439318,14.32109392,5.842427988,259.3585944,42.63176658,24.51101469,50.41069069,0,0,0,0,0,0,0,30.33183534,5.563451492,36.39820241,70.1500879,42.63176658,23.17609888,0,0,6.161910027,63.98817787,72.29348924,51.7456065,58.54538627,0,51.7456065,7.262479191,63.98817787,6.161910027,0,5.563451492,66.73003775,0,83.07,7.262479191,0,0,0,57.90751653,21.47707118,0,63.98817787,54.59730362,12.13273414,42.63176658,53.90775532,0,2.321352041,1.042227655,4.995023732,21.27961547,0.477169076,0,11.44907892,0.294117647,44,0,9,0,0,0,4,0,4,9,0,10,14,0,0,0,4,5.2581,174.262,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,80,1,0,120,4.34859999,0.044955298,-1.276428447,2.712612542,-2.156373252,0.43293968,-0.934011409,-0.223634333,-0.200127255,-0.560301909,-0.05422205,0.035181558,-0.255849688,0.167715136,-0.007762443,-0.029029638,0.037805088,0.085818146,0.063477781,0.083078295,0.125970212,-0.094016203,-0.167107089,0.071684044,0.052138108,0.096299494,0.019522935,0.049843968,7.8313,0,0
376,COC1=CC(OC)=C([P+](CC2=CC=CC=C2)(C2=C(OC)C=C(OC)C=C2OC)C2=C(OC)C=C(OC)C=C2OC)C(OC)=C1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BD72B0>,34,0,9,0,1,1,1.773427228,0.294117647,0.688360447,0.791652832,-3.107681721,6.156011432,0.477169076,0.174868277,623.659,583.339,623.2404459,234,0.18860906,-0.496475275,0.496475275,0.18860906,0.386363636,0.659090909,0.886363636,31.18342689,10.23355009,2.577498066,-2.332043485,2.67807044,-2.367849658,7.956358548,0.377712077,2.409608761,1344.038973,31.8547959,26.67940795,27.57383514,21.3814988,13.72673869,15.70083501,9.595038794,12.87241104,7.474795729,11.92692906,5.520357085,10.61642121,-4.49,5726948073,32.42439318,14.32109392,5.842427988,259.3585944,42.63176658,24.51101469,50.41069069,0,0,0,0,0,0,0,30.33183534,5.563451492,36.39820241,70.1500879,42.63176658,23.17609888,0,0,6.161910027,63.98817787,72.29348924,51.7456065,58.54538627,0,51.7456065,7.262479191,63.98817787,6.161910027,0,5.563451492,66.73003775,0,83.07,7.262479191,0,0,0,57.90751653,21.47707118,0,63.98817787,54.59730362,12.13273414,42.63176658,53.90775532,0,2.321352041,1.042227655,4.995023732,21.27961547,0.477169076,0,11.44907892,0.294117647,44,0,9,0,0,0,4,0,4,9,0,10,14,0,0,0,4,5.2581,174.262,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,80,1,0,240,4.34945993,0.045433145,-1.275810534,2.713151754,-2.16092249,0.43468181,-0.935819423,-0.222402985,-0.212312986,-0.55782428,-0.059047332,0.035845681,-0.257643315,0.164237619,-0.01075047,-0.030060356,0.031204112,0.082397971,0.055274652,0.077637402,0.119777922,-0.110008757,-0.166675474,0.069140106,0.057778149,0.098988675,0.026064418,0.04794145,15.0602,0,1
377,COC1=CC(OC)=C([P+](CC2=CC=CC=C2)(C2=C(OC)C=C(OC)C=C2OC)C2=C(OC)C=C(OC)C=C2OC)C(OC)=C1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BD7F80>,34,0,9,0,1,1,1.985305927,0.294117647,0.731618807,0.838201018,-3.107681721,6.156011432,0.477169076,0.174868277,623.659,583.339,623.2404459,234,0.18860906,-0.496475275,0.496475275,0.18860906,0.386363636,0.659090909,0.886363636,31.18342689,10.23355009,2.577498066,-2.332043485,2.67807044,-2.367849658,7.956358548,0.377712077,2.409608761,1344.038973,31.8547959,26.67940795,27.57383514,21.3814988,13.72673869,15.70083501,9.595038794,12.87241104,7.474795729,11.92692906,5.520357085,10.61642121,-4.49,5726948073,32.42439318,14.32109392,5.842427988,259.3585944,42.63176658,24.51101469,50.41069069,0,0,0,0,0,0,0,30.33183534,5.563451492,36.39820241,70.1500879,42.63176658,23.17609888,0,0,6.161910027,63.98817787,72.29348924,51.7456065,58.54538627,0,51.7456065,7.262479191,63.98817787,6.161910027,0,5.563451492,66.73003775,0,83.07,7.262479191,0,0,0,57.90751653,21.47707118,0,63.98817787,54.59730362,12.13273414,42.63176658,53.90775532,0,2.321352041,1.042227655,4.995023732,21.27961547,0.477169076,0,11.44907892,0.294117647,44,0,9,0,0,0,4,0,4,9,0,10,14,0,0,0,4,5.2581,174.262,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,80,1,0,360,4.347445893,0.04446473,-1.276803178,2.712627527,-2.150924327,0.43094437,-0.931865452,-0.225273836,-0.187521883,-0.563318911,-0.049348377,0.035645388,-0.253359889,0.171495574,-0.00497325,-0.028671649,0.044029699,0.09196279,0.070606332,0.088757566,0.131889725,-0.073885841,-0.168204062,0.073632754,0.045704671,0.092848965,0.013523554,0.051476501,19.8795,0,1
378,COC1=CC(OC)=C([P+](CC2=CC=CC=C2)(C2=C(OC)C=C(OC)C=C2OC)C2=C(OC)C=C(OC)C=C2OC)C(OC)=C1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BD7B70>,34,0,9,0,1,1,1.881370491,0.294117647,0.71555571,0.794202118,-3.107681721,6.156011432,0.477169076,0.174868277,623.659,583.339,623.2404459,234,0.18860906,-0.496475275,0.496475275,0.18860906,0.386363636,0.659090909,0.886363636,31.18342689,10.23355009,2.577498066,-2.332043485,2.67807044,-2.367849658,7.956358548,0.377712077,2.409608761,1344.038973,31.8547959,26.67940795,27.57383514,21.3814988,13.72673869,15.70083501,9.595038794,12.87241104,7.474795729,11.92692906,5.520357085,10.61642121,-4.49,5726948073,32.42439318,14.32109392,5.842427988,259.3585944,42.63176658,24.51101469,50.41069069,0,0,0,0,0,0,0,30.33183534,5.563451492,36.39820241,70.1500879,42.63176658,23.17609888,0,0,6.161910027,63.98817787,72.29348924,51.7456065,58.54538627,0,51.7456065,7.262479191,63.98817787,6.161910027,0,5.563451492,66.73003775,0,83.07,7.262479191,0,0,0,57.90751653,21.47707118,0,63.98817787,54.59730362,12.13273414,42.63176658,53.90775532,0,2.321352041,1.042227655,4.995023732,21.27961547,0.477169076,0,11.44907892,0.294117647,44,0,9,0,0,0,4,0,4,9,0,10,14,0,0,0,4,5.2581,174.262,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,80,1,0,480,4.349055965,0.045052632,-1.276070842,2.713156046,-2.156588453,0.433260995,-0.933963016,-0.223895717,-0.202383074,-0.560156225,-0.055320491,0.036149358,-0.255702566,0.167147731,-0.008722449,-0.029851975,0.036039586,0.087576588,0.060366853,0.081724456,0.124469891,-0.093895477,-0.167974295,0.071279539,0.05304683,0.095982098,0.021595905,0.049375705,21.6867,1,2
379,COC1=CC(OC)=C([P+](CC2=CC=CC=C2)(C2=C(OC)C=C(OC)C=C2OC)C2=C(OC)C=C(OC)C=C2OC)C(OC)=C1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BD7670>,34,0,9,0,1,1,1.912660832,0.294117647,0.716958863,0.83462485,-3.107681721,6.156011432,0.477169076,0.174868277,623.659,583.339,623.2404459,234,0.18860906,-0.496475275,0.496475275,0.18860906,0.386363636,0.659090909,0.886363636,31.18342689,10.23355009,2.577498066,-2.332043485,2.67807044,-2.367849658,7.956358548,0.377712077,2.409608761,1344.038973,31.8547959,26.67940795,27.57383514,21.3814988,13.72673869,15.70083501,9.595038794,12.87241104,7.474795729,11.92692906,5.520357085,10.61642121,-4.49,5726948073,32.42439318,14.32109392,5.842427988,259.3585944,42.63176658,24.51101469,50.41069069,0,0,0,0,0,0,0,30.33183534,5.563451492,36.39820241,70.1500879,42.63176658,23.17609888,0,0,6.161910027,63.98817787,72.29348924,51.7456065,58.54538627,0,51.7456065,7.262479191,63.98817787,6.161910027,0,5.563451492,66.73003775,0,83.07,7.262479191,0,0,0,57.90751653,21.47707118,0,63.98817787,54.59730362,12.13273414,42.63176658,53.90775532,0,2.321352041,1.042227655,4.995023732,21.27961547,0.477169076,0,11.44907892,0.294117647,44,0,9,0,0,0,4,0,4,9,0,10,14,0,0,0,4,5.2581,174.262,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,80,1,0,600,4.349144125,0.045173626,-1.276037821,2.713055119,-2.158282916,0.433800101,-0.934698118,-0.223253239,-0.206012221,-0.559268293,-0.056624451,0.035940688,-0.25654239,0.166111447,-0.009432469,-0.029847974,0.034300558,0.085198814,0.058819867,0.080317519,0.122887099,-0.100179703,-0.16727031,0.070449936,0.05477516,0.097203666,0.023081274,0.048919706,26.506,1,2
380,COC1=CC(OC)=C([P+](CC2=CC=CC=C2)(C2=C(OC)C=C(OC)C=C2OC)C2=C(OC)C=C(OC)C=C2OC)C(OC)=C1,<rdkit.Chem.rdchem.Mol object at 0x000001DE91BD73A0>,34,0,9,0,1,1,1.998065022,0.294117647,0.731219309,0.833084424,-3.107681721,6.156011432,0.477169076,0.174868277,623.659,583.339,623.2404459,234,0.18860906,-0.496475275,0.496475275,0.18860906,0.386363636,0.659090909,0.886363636,31.18342689,10.23355009,2.577498066,-2.332043485,2.67807044,-2.367849658,7.956358548,0.377712077,2.409608761,1344.038973,31.8547959,26.67940795,27.57383514,21.3814988,13.72673869,15.70083501,9.595038794,12.87241104,7.474795729,11.92692906,5.520357085,10.61642121,-4.49,5726948073,32.42439318,14.32109392,5.842427988,259.3585944,42.63176658,24.51101469,50.41069069,0,0,0,0,0,0,0,30.33183534,5.563451492,36.39820241,70.1500879,42.63176658,23.17609888,0,0,6.161910027,63.98817787,72.29348924,51.7456065,58.54538627,0,51.7456065,7.262479191,63.98817787,6.161910027,0,5.563451492,66.73003775,0,83.07,7.262479191,0,0,0,57.90751653,21.47707118,0,63.98817787,54.59730362,12.13273414,42.63176658,53.90775532,0,2.321352041,1.042227655,4.995023732,21.27961547,0.477169076,0,11.44907892,0.294117647,44,0,9,0,0,0,4,0,4,9,0,10,14,0,0,0,4,5.2581,174.262,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,80,1,0,720,4.348651089,0.044822315,-1.27632281,2.7129853,-2.154398928,0.432465894,-0.933076274,-0.224518921,-0.19684907,-0.561368973,-0.053136982,0.036074808,-0.254826391,0.168787415,-0.0074613,-0.029530987,0.038876002,0.089521233,0.063864771,0.084199274,0.127265514,-0.085904282,-0.168251796,0.072334412,0.050389953,0.09461419,0.018771143,0.050236861,33.7349,1,3
